CustomerID,Age,Gender,City,Annual_Income,Spending_Score,Visit_Frequency,Online_Shopping,Purchase
1220,55,Female,Lahore,94858,59,26,1,1
1221,30,Male,Faisalabad,69800,48,12,0,1
1222,48,Female,Multan,115364,5,9,0,0
1223,64,Female,Multan,17387,87,11,1,1
1224,53,Female,Multan,147871,36,5,1,1
1225,62,Female,Faisalabad,134095,96,26,0,0
1226,41,Female,Faisalabad,50548,88,7,1,0
1227,69,Male,Faisalabad,105450,25,29,1,1
1228,32,Male,Karachi,120669,45,1,0,0
1229,46,Male,Lahore,95171,92,24,0,1
1230,25,Female,Multan,60414,19,25,1,1
1231,22,Female,Karachi,88071,7,29,0,0
1232,46,Female,Multan,127808,58,5,1,1
1233,64,Female,Karachi,93591,81,6,1,0
1234,21,Male,Faisalabad,19297,66,13,1,1
1235,29,Male,Multan,124513,80,11,1,0
1236,62,Female,Faisalabad,143668,39,8,1,1
1237,19,Female,Multan,101479,18,20,0,0
1238,44,Male,Islamabad,113752,1,2,1,1
1239,48,Female,Karachi,130481,63,15,1,0
1240,68,Female,Islamabad,82156,3,10,0,0
1241,68,Female,Karachi,75263,21,8,1,0
1242,53,Male,Lahore,133996,30,2,0,1
1243,53,Male,Multan,114252,11,21,0,0
1244,43,Female,Lahore,133632,22,15,1,1
1245,60,Male,Lahore,89855,57,29,1,1
1246,44,Female,Karachi,31575,89,6,1,1
1247,22,Female,Islamabad,27204,3,5,0,0
1248,37,Male,Faisalabad,26952,30,22,1,1
1249,28,Female,Karachi,98323,88,22,0,0
1250,27,Female,Faisalabad,41437,45,3,1,1
1251,57,Male,Lahore,142129,36,11,1,1
1252,55,Female,Faisalabad,102681,87,11,1,0
1253,23,Female,Islamabad,22903,72,16,1,0
1254,25,Female,Karachi,41863,64,3,1,0
1255,40,Male,Islamabad,58381,54,9,1,0
1256,64,Female,Islamabad,43548,68,3,1,1
1257,43,Male,Karachi,26467,50,19,1,0
1258,63,Female,Islamabad,72954,31,11,1,1
1259,60,Female,Multan,38901,29,14,1,0
1260,29,Female,Multan,38301,59,2,1,1
1261,43,Female,Multan,139686,36,7,0,1
1262,30,Male,Faisalabad,100180,77,10,0,1
1263,57,Male,Islamabad,84903,73,10,1,0
1264,35,Female,Karachi,118955,85,20,1,1
1265,42,Female,Karachi,34755,67,1,1,0
1266,50,Female,Faisalabad,74817,89,6,0,0
1267,64,Female,Karachi,17093,89,21,0,1
1268,57,Female,Multan,111319,76,14,1,1
1269,60,Female,Islamabad,37940,93,27,1,0
1270,29,Female,Karachi,143714,11,2,0,0
1271,61,Female,Karachi,106544,11,6,1,1
1272,53,Male,Lahore,99437,26,1,1,0
1273,65,Male,Lahore,107969,53,3,0,0
1274,21,Male,Lahore,122001,14,4,0,1
1275,22,Female,Islamabad,102725,64,13,0,0
1276,54,Female,Multan,130784,80,3,0,1
1277,25,Female,Multan,125675,10,15,1,1
1278,59,Male,Multan,109266,31,13,0,1
1279,66,Female,Islamabad,24236,95,22,0,0
1280,45,Male,Islamabad,87597,36,11,1,1
1281,48,Female,Lahore,149974,10,4,1,0
1282,26,Male,Karachi,114656,26,17,1,0
1283,68,Male,Faisalabad,49364,20,5,0,0
1284,46,Male,Faisalabad,122071,44,21,1,1
1285,31,Female,Karachi,109410,62,25,1,1
1286,57,Male,Lahore,73473,73,24,1,0
1287,58,Female,Karachi,59153,79,8,1,0
1288,39,Female,Karachi,53502,9,21,1,0
1289,28,Female,Faisalabad,30675,71,24,1,0
1290,40,Female,Lahore,133384,90,10,1,1
1291,18,Female,Islamabad,93229,24,7,0,1
1292,63,Male,Faisalabad,104049,12,17,0,1
1293,54,Female,Islamabad,104157,60,28,0,1
1294,38,Female,Lahore,120711,84,7,0,1
1295,43,Female,Karachi,125090,78,27,0,0
1296,63,Female,Multan,108321,86,24,1,0
1297,53,Female,Multan,41465,16,19,0,0
1298,40,Male,Lahore,47286,29,9,1,0
1299,18,Male,Multan,69795,32,24,1,1
1300,68,Female,Islamabad,123139,83,2,0,1
1301,57,Male,Multan,118845,35,22,1,1
1302,32,Male,Lahore,64986,43,20,0,0
1303,38,Female,Lahore,90396,96,19,1,0
1304,64,Male,Islamabad,70178,53,27,1,1
1305,26,Female,Multan,25745,20,6,0,1
1306,26,Male,Multan,94637,84,10,1,0
1307,27,Male,Karachi,63566,8,13,1,1
1308,69,Male,Faisalabad,58722,99,25,0,1
1309,43,Female,Lahore,101623,42,2,1,0
1310,58,Male,Karachi,126074,77,10,1,0
1311,52,Male,Lahore,89974,70,10,0,1
1312,69,Female,Karachi,99084,16,26,1,1
1313,42,Female,Faisalabad,132353,69,5,0,0
1314,43,Male,Karachi,119417,53,22,1,1
1315,28,Female,Lahore,83099,45,4,0,1
1316,55,Male,Multan,40107,51,23,1,1
1317,19,Male,Lahore,148768,98,2,1,0
1318,24,Female,Islamabad,68839,6,7,0,1
1319,35,Female,Islamabad,104241,33,18,0,0
1320,44,Female,Islamabad,38397,79,17,0,1
1321,51,Male,Islamabad,22704,15,11,1,1
1322,44,Female,Faisalabad,31442,14,21,0,0
1323,34,Male,Multan,144576,39,18,1,0
1324,60,Female,Multan,24765,63,8,1,1
1325,61,Male,Lahore,130828,5,28,1,1
1326,68,Female,Karachi,25002,90,28,0,0
1327,41,Male,Lahore,26390,81,12,0,0
1328,42,Female,Lahore,21641,52,24,1,0
1329,24,Male,Lahore,126119,16,1,1,0
1330,69,Female,Lahore,30624,99,20,1,1
1331,23,Female,Multan,24966,38,25,1,1
1332,41,Male,Karachi,86301,53,21,0,1
1333,50,Female,Lahore,130123,87,12,1,0
1334,66,Male,Multan,93183,77,27,0,1
1335,46,Male,Lahore,19959,97,26,1,0
1336,60,Female,Islamabad,65802,93,29,1,1
1337,39,Male,Lahore,139125,53,6,0,0
1338,43,Female,Lahore,138795,46,3,1,0
1339,45,Female,Faisalabad,42215,98,5,1,1
1340,67,Male,Islamabad,70046,98,14,1,0
1341,38,Female,Karachi,109593,91,12,0,1
1342,66,Male,Lahore,94036,15,13,0,1
1343,24,Male,Karachi,124864,59,13,0,1
1344,34,Female,Islamabad,135333,50,29,0,1
1345,37,Female,Lahore,31772,9,17,1,0
1346,58,Male,Faisalabad,66943,26,24,1,0
1347,66,Male,Multan,83868,3,27,0,1
1348,37,Female,Faisalabad,64855,47,15,1,1
1349,39,Female,Faisalabad,116124,5,6,1,0
1350,45,Female,Multan,72205,62,12,0,1
1351,57,Female,Multan,40874,84,2,0,0
1352,66,Male,Multan,146007,84,4,0,0
1353,24,Female,Lahore,16301,5,20,1,0
1354,18,Male,Karachi,73017,10,25,1,0
1355,49,Male,Karachi,58319,80,25,1,0
1356,30,Female,Multan,37455,63,21,0,0
1357,47,Male,Faisalabad,72033,25,12,1,0
1358,40,Female,Islamabad,121924,44,3,0,0
1359,68,Male,Multan,47735,25,17,1,0
1360,36,Female,Faisalabad,87781,30,6,1,1
1361,49,Male,Faisalabad,141031,14,24,0,0
1362,47,Male,Lahore,143305,86,17,1,0
1363,46,Female,Lahore,123049,43,27,1,0
1364,66,Female,Karachi,20630,28,17,1,0
1365,62,Male,Karachi,80488,94,11,0,0
1366,46,Male,Islamabad,149278,19,23,1,0
1367,47,Female,Islamabad,71289,42,7,1,1
1368,33,Male,Islamabad,33953,20,2,1,1
1369,57,Female,Islamabad,115932,99,19,0,1
1370,36,Male,Faisalabad,93930,86,2,1,0
1371,35,Female,Faisalabad,16067,79,22,0,0
1372,18,Male,Karachi,65658,11,29,1,0
1373,31,Female,Lahore,67165,54,13,0,1
1374,68,Female,Lahore,95781,98,24,0,0
1375,64,Male,Multan,44164,24,24,1,0
1376,67,Female,Faisalabad,119946,70,16,1,0
1377,19,Male,Islamabad,142580,17,17,1,1
1378,45,Female,Islamabad,114251,28,11,1,1
1379,66,Female,Multan,35773,50,9,0,1
1380,67,Female,Lahore,48939,95,27,0,0
1381,47,Male,Islamabad,113475,55,24,1,0
1382,55,Female,Lahore,27818,73,9,0,1
1383,68,Male,Multan,24335,10,29,1,0
1384,21,Female,Lahore,70008,21,14,1,0
1385,18,Male,Lahore,86745,58,13,1,1
1386,25,Male,Lahore,18577,34,25,1,1
1387,46,Male,Islamabad,88916,95,11,0,1
1388,56,Female,Karachi,74314,93,12,1,1
1389,20,Male,Faisalabad,56205,43,22,1,0
1390,49,Female,Lahore,128583,11,3,1,0
1391,27,Male,Lahore,99715,33,1,1,1
1392,27,Male,Lahore,71680,58,27,1,1
1393,36,Male,Karachi,43400,46,8,1,1
1394,63,Male,Multan,122345,61,26,0,1
1395,51,Female,Islamabad,102110,62,19,1,1
1396,50,Male,Karachi,135120,1,13,0,0
1397,40,Male,Lahore,43562,21,7,0,1
1398,45,Female,Karachi,33510,62,13,0,1
1399,49,Male,Karachi,76608,64,26,0,0
1400,67,Male,Karachi,67182,87,6,0,0
1401,24,Male,Multan,41883,73,3,1,1
1402,46,Male,Faisalabad,26094,56,6,0,0
1403,25,Female,Islamabad,148479,1,28,1,1
1404,18,Female,Multan,27644,21,3,0,0
1405,20,Male,Multan,100834,22,13,1,1
1406,41,Female,Faisalabad,123982,54,13,0,0
1407,40,Female,Multan,67748,4,25,0,0
1408,25,Male,Karachi,74021,65,13,0,0
1409,64,Female,Karachi,77651,51,1,1,0
1410,54,Male,Lahore,51807,74,29,1,0
1411,20,Female,Multan,43669,63,8,0,0
1412,68,Female,Lahore,41539,15,5,0,1
1413,50,Female,Islamabad,149379,36,20,0,0
1414,45,Male,Karachi,32745,29,17,1,1
1415,64,Female,Islamabad,49555,52,9,1,1
1416,25,Male,Faisalabad,147145,46,13,0,1
1417,51,Male,Karachi,47683,69,25,0,0
1418,52,Female,Islamabad,40741,29,13,1,1
1419,49,Male,Faisalabad,18599,47,5,0,0
1420,41,Female,Islamabad,143513,91,14,1,1
1421,31,Male,Faisalabad,42293,25,11,0,1
1422,49,Male,Faisalabad,30389,80,25,1,0
1423,63,Female,Karachi,27318,16,26,1,0
1424,60,Female,Lahore,18055,89,14,1,0
1425,33,Female,Faisalabad,136164,41,25,1,0
1426,21,Female,Faisalabad,97579,65,7,1,1
1427,69,Male,Karachi,119817,69,24,1,1
1428,54,Male,Lahore,19642,20,17,0,0
1429,38,Male,Multan,24321,69,4,1,1
1430,31,Female,Multan,94968,36,10,1,1
1431,48,Male,Lahore,117770,93,10,1,1
1432,65,Female,Islamabad,124762,98,15,0,0
1433,35,Male,Karachi,129183,58,20,1,1
1434,24,Female,Lahore,132159,48,12,1,0
1435,27,Male,Multan,40727,82,9,1,1
1436,24,Male,Faisalabad,88820,2,3,0,0
1437,50,Female,Multan,124062,80,15,0,0
1438,40,Male,Faisalabad,42476,29,12,0,1
1439,38,Female,Karachi,135355,97,26,1,0
1440,36,Male,Faisalabad,85047,16,15,1,1
1441,65,Male,Lahore,18881,35,26,1,0
1442,36,Female,Faisalabad,30668,62,1,1,1
1443,53,Female,Islamabad,43106,81,15,1,0
1444,46,Male,Lahore,30729,4,11,1,0
1445,35,Male,Karachi,144354,68,5,1,1
1446,19,Male,Lahore,85320,51,7,1,0
1447,18,Male,Islamabad,69913,89,12,1,0
1448,64,Male,Karachi,74402,33,20,1,1
1449,22,Male,Multan,136649,78,25,0,1
1450,37,Female,Islamabad,118930,24,6,0,0
1451,28,Female,Karachi,74739,75,22,1,1
1452,59,Female,Faisalabad,19507,25,3,1,0
1453,19,Male,Lahore,117552,28,10,1,0
1454,20,Male,Karachi,94059,7,26,0,0
1455,40,Male,Lahore,145514,36,21,1,0
1456,29,Female,Faisalabad,102680,10,26,1,1
1457,37,Female,Karachi,40530,36,22,1,0
1458,22,Male,Multan,30305,95,4,1,1
1459,54,Male,Islamabad,124097,83,13,1,1
1460,55,Female,Karachi,67044,18,19,1,1
1461,47,Female,Faisalabad,145436,6,5,1,0
1462,26,Female,Karachi,104363,92,23,0,1
1463,51,Male,Lahore,73817,7,27,0,1
1464,61,Male,Karachi,118038,12,22,0,0
1465,52,Male,Multan,61666,41,18,0,0
1466,69,Female,Karachi,33909,63,1,0,0
1467,39,Female,Islamabad,37525,98,21,0,1
1468,61,Male,Karachi,127293,25,21,0,1
1469,41,Male,Lahore,116046,81,28,0,0
1470,34,Female,Karachi,52403,53,16,0,1
1471,27,Male,Multan,149902,33,16,0,0
1472,47,Female,Faisalabad,146605,87,16,1,1
1473,63,Female,Karachi,38504,73,28,1,0
1474,40,Male,Karachi,125551,6,22,0,1
1475,49,Female,Islamabad,70715,62,19,1,0
1476,34,Male,Multan,51855,66,16,1,0
1477,67,Female,Faisalabad,56721,9,1,1,1
1478,68,Female,Lahore,126597,67,20,0,0
1479,34,Male,Karachi,115659,16,20,1,0
1480,31,Female,Faisalabad,49723,89,10,0,1
1481,26,Male,Lahore,20539,88,2,0,0
1482,57,Male,Multan,131360,93,14,0,1
1483,19,Female,Multan,116140,55,8,0,0
1484,62,Male,Faisalabad,84180,40,6,1,0
1485,42,Male,Lahore,131985,26,28,1,0
1486,56,Male,Multan,100981,38,3,1,1
1487,26,Male,Faisalabad,50934,35,16,0,0
1488,39,Male,Multan,146255,87,17,0,1
1489,60,Male,Multan,24475,68,12,0,1
1490,63,Female,Multan,74577,59,27,0,0
1491,21,Male,Islamabad,41008,14,19,1,1
1492,43,Female,Lahore,57756,47,24,1,1
1493,46,Female,Faisalabad,95730,71,20,1,0
1494,62,Male,Faisalabad,97702,72,3,1,0
1495,51,Female,Lahore,61840,42,13,1,0
1496,40,Female,Lahore,53623,51,16,0,1
1497,54,Male,Lahore,78303,19,11,1,1
1498,28,Male,Lahore,61062,66,20,1,0
1499,23,Male,Karachi,71690,47,27,1,0
1500,35,Female,Faisalabad,113980,65,16,1,1
1501,38,Female,Karachi,60266,42,20,0,0
1502,59,Male,Multan,102643,38,2,1,1
1503,53,Male,Multan,73704,13,4,1,0
1504,58,Female,Faisalabad,132374,44,27,1,1
1505,55,Female,Multan,23382,24,28,1,1
1506,51,Female,Lahore,104609,96,25,0,0
1507,34,Female,Karachi,61698,30,4,1,0
1508,54,Male,Lahore,16110,70,28,0,0
1509,42,Female,Multan,130266,38,17,0,0
1510,55,Female,Karachi,146458,97,1,1,0
1511,29,Female,Lahore,62801,23,1,0,1
1512,40,Female,Faisalabad,129012,74,5,1,0
1513,59,Male,Lahore,111085,57,22,1,0
1514,39,Male,Multan,46566,79,12,0,1
1515,38,Female,Karachi,38798,23,6,1,1
1516,44,Female,Faisalabad,38027,36,6,1,0
1517,48,Male,Karachi,20631,57,25,0,1
1518,23,Male,Faisalabad,71878,1,17,1,1
1519,44,Female,Karachi,60206,72,26,1,1
1520,57,Female,Multan,118473,3,22,1,0
1521,51,Male,Faisalabad,73334,14,13,1,0
1522,29,Male,Islamabad,87323,81,8,1,1
1523,62,Male,Karachi,68619,34,24,1,1
1524,24,Male,Karachi,118536,70,12,1,1
1525,27,Male,Lahore,21734,69,15,0,0
1526,62,Male,Faisalabad,54008,51,19,1,1
1527,34,Female,Islamabad,64349,29,29,0,1
1528,43,Male,Multan,139478,99,21,1,0
1529,38,Male,Lahore,147672,82,26,1,0
1530,45,Male,Islamabad,71614,48,20,1,1
1531,63,Male,Faisalabad,18692,94,28,0,1
1532,19,Female,Islamabad,141745,79,17,1,0
1533,60,Female,Karachi,35373,79,9,0,1
1534,18,Male,Karachi,127413,16,21,1,1
1535,68,Female,Lahore,29507,57,18,1,1
1536,53,Female,Faisalabad,77931,97,28,1,1
1537,68,Female,Faisalabad,90499,10,2,0,1
1538,43,Female,Islamabad,129362,19,11,1,0
1539,46,Female,Lahore,112449,67,23,1,0
1540,38,Female,Faisalabad,111819,36,20,1,1
1541,28,Male,Karachi,54423,4,17,1,0
1542,57,Male,Islamabad,118612,75,21,0,1
1543,28,Male,Multan,101120,33,18,1,1
1544,53,Male,Karachi,132409,28,15,1,0
1545,66,Male,Lahore,105918,96,7,1,1
1546,56,Female,Faisalabad,81600,80,16,1,0
1547,57,Male,Karachi,56848,9,25,0,0
1548,52,Male,Multan,21820,75,29,1,0
1549,51,Female,Multan,23512,6,1,0,1
1550,64,Female,Lahore,66534,49,28,1,0
1551,41,Male,Karachi,140191,91,18,1,1
1552,39,Female,Islamabad,75945,76,27,1,0
1553,22,Female,Karachi,98420,22,22,1,0
1554,50,Female,Multan,98488,48,8,0,0
1555,53,Female,Lahore,24711,21,7,0,1
1556,64,Male,Lahore,101009,33,25,0,0
1557,37,Female,Islamabad,24597,81,2,0,0
1558,36,Male,Lahore,75067,56,12,1,1
1559,52,Male,Lahore,63022,29,16,0,0
1560,69,Female,Lahore,127673,53,9,1,0
1561,60,Female,Lahore,66782,40,20,1,0
1562,34,Female,Lahore,125716,74,11,1,0
1563,62,Male,Multan,133030,18,15,1,1
1564,60,Female,Karachi,87036,47,3,0,0
1565,51,Female,Faisalabad,50342,13,23,0,0
1566,26,Female,Lahore,100745,27,21,0,1
1567,43,Female,Faisalabad,72396,62,13,1,1
1568,19,Female,Faisalabad,129836,74,21,1,1
1569,26,Male,Multan,121998,96,28,0,1
1570,26,Female,Lahore,65021,45,13,1,1
1571,57,Female,Faisalabad,145672,3,2,0,1
1572,34,Female,Lahore,133559,22,6,1,1
1573,18,Male,Islamabad,81836,27,6,1,1
1574,42,Female,Islamabad,92017,55,12,1,1
1575,60,Male,Islamabad,117689,67,4,1,0
1576,57,Male,Faisalabad,95291,33,5,1,1
1577,59,Female,Islamabad,105450,2,23,1,1
1578,42,Female,Multan,71006,75,8,0,1
1579,56,Female,Multan,119268,46,6,1,0
1580,52,Male,Faisalabad,65138,74,21,1,0
1581,20,Male,Lahore,77398,33,28,0,0
1582,67,Male,Karachi,72228,58,3,1,0
1583,54,Male,Lahore,77670,7,23,0,0
1584,61,Male,Lahore,140613,15,8,0,0
1585,61,Male,Lahore,117071,26,19,1,0
1586,68,Female,Lahore,125572,11,21,1,0
1587,47,Female,Karachi,18107,38,11,0,1
1588,55,Male,Islamabad,101388,27,18,1,1
1589,51,Female,Lahore,110719,7,10,1,0
1590,29,Female,Multan,133018,1,26,0,1
1591,36,Male,Faisalabad,42617,74,28,1,0
1592,54,Male,Faisalabad,89258,21,20,1,0
1593,61,Female,Multan,65075,79,12,0,1
1594,66,Male,Lahore,141998,30,20,1,1
1595,34,Male,Karachi,37631,94,28,0,1
1596,27,Female,Islamabad,138120,8,29,1,0
1597,66,Male,Faisalabad,112158,88,8,1,1
1598,64,Female,Islamabad,61221,83,19,0,0
1599,29,Female,Karachi,120922,3,21,1,0
1600,33,Female,Faisalabad,48550,55,16,1,0
1601,41,Female,Islamabad,29642,15,27,0,1
1602,36,Female,Karachi,121093,36,21,1,0
1603,25,Male,Islamabad,108885,6,18,0,0
1604,48,Male,Lahore,94538,42,9,1,1
1605,38,Male,Karachi,77014,50,4,1,0
1606,34,Male,Islamabad,34523,18,9,1,0
1607,40,Female,Lahore,125285,83,25,1,0
1608,54,Female,Lahore,120879,50,2,1,0
1609,33,Male,Karachi,105629,30,9,1,1
1610,23,Female,Multan,91830,77,9,1,1
1611,25,Male,Faisalabad,60538,39,18,1,0
1612,42,Male,Karachi,62310,12,11,1,0
1613,35,Male,Lahore,130266,98,13,0,1
1614,42,Female,Lahore,27699,59,6,1,0
1615,29,Female,Karachi,81912,76,9,1,1
1616,32,Female,Multan,94183,44,16,1,0
1617,43,Female,Faisalabad,75282,88,4,1,0
1618,58,Male,Islamabad,73249,4,2,0,1
1619,62,Female,Karachi,53176,36,7,1,1
1620,43,Female,Faisalabad,23163,48,15,0,0
1621,64,Female,Faisalabad,69210,14,25,1,0
1622,49,Male,Lahore,138844,81,6,1,0
1623,27,Male,Islamabad,119587,49,11,1,0
1624,33,Female,Karachi,86979,67,27,1,1
1625,24,Female,Lahore,93860,87,20,1,1
1626,34,Female,Lahore,19920,77,17,1,0
1627,40,Female,Multan,97911,9,4,1,0
1628,43,Male,Faisalabad,52996,21,19,0,1
1629,38,Female,Karachi,109071,72,7,1,0
1630,39,Female,Karachi,62252,81,11,1,1
1631,24,Female,Karachi,137734,16,13,1,1
1632,31,Male,Lahore,67756,16,27,1,1
1633,32,Male,Multan,65235,28,26,1,1
1634,24,Female,Islamabad,105546,51,21,0,1
1635,26,Female,Lahore,146092,56,28,0,1
1636,68,Female,Islamabad,140802,80,3,1,0
1637,65,Female,Multan,123421,57,14,0,1
1638,25,Female,Faisalabad,81635,52,2,0,0
1639,67,Male,Karachi,38225,46,29,1,0
1640,40,Male,Islamabad,121885,78,18,1,0
1641,46,Male,Lahore,100333,38,5,1,1
1642,35,Female,Islamabad,25807,84,13,0,0
1643,48,Male,Faisalabad,21402,48,13,1,1
1644,47,Male,Karachi,19521,41,24,1,1
1645,69,Male,Islamabad,129693,98,24,0,0
1646,56,Female,Faisalabad,23382,59,14,1,1
1647,52,Female,Lahore,125996,93,12,1,1
1648,35,Male,Multan,30065,67,21,1,1
1649,59,Female,Lahore,100470,74,13,0,0
1650,56,Male,Karachi,29425,84,18,1,1
1651,34,Male,Lahore,28111,66,13,0,1
1652,31,Male,Lahore,68257,27,4,0,0
1653,48,Male,Lahore,138990,32,23,1,0
1654,41,Female,Lahore,142813,56,22,1,0
1655,52,Female,Karachi,96046,10,10,1,1
1656,61,Female,Faisalabad,52851,40,23,1,0
1657,62,Female,Islamabad,23816,17,5,0,0
1658,51,Male,Multan,17175,58,18,1,1
1659,20,Female,Islamabad,26341,97,8,0,0
1660,54,Male,Islamabad,78908,6,14,1,1
1661,60,Female,Multan,74696,39,28,1,0
1662,57,Female,Karachi,98115,18,2,1,0
1663,43,Female,Multan,45194,73,28,1,0
1664,40,Male,Karachi,99358,72,8,1,1
1665,61,Male,Islamabad,117548,89,16,1,1
1666,56,Male,Karachi,49579,95,7,1,1
1667,32,Male,Faisalabad,111554,42,3,1,1
1668,66,Female,Multan,68294,4,29,1,0
1669,21,Male,Faisalabad,64777,20,4,1,0
1670,46,Male,Islamabad,55751,28,29,1,0
1671,39,Female,Multan,123750,40,7,0,1
1672,42,Female,Islamabad,89180,65,4,0,1
1673,30,Male,Faisalabad,46644,44,9,1,0
1674,35,Female,Islamabad,48521,23,23,1,1
1675,50,Male,Multan,26564,57,17,1,1
1676,33,Female,Multan,120155,47,17,1,0
1677,62,Male,Islamabad,103747,13,20,0,1
1678,59,Male,Multan,26202,16,14,1,0
1679,61,Male,Multan,124407,90,14,1,1
1680,19,Male,Islamabad,149757,55,29,1,0
1681,52,Male,Faisalabad,105197,95,25,1,0
1682,59,Female,Multan,57637,65,13,0,0
1683,51,Male,Multan,39276,81,4,0,1
1684,47,Male,Multan,95946,16,13,1,1
1685,30,Male,Multan,90214,37,21,1,0
1686,30,Male,Islamabad,56230,52,17,1,1
1687,35,Male,Faisalabad,139086,10,15,1,1
1688,49,Female,Faisalabad,144526,38,18,0,1
1689,49,Female,Karachi,50059,44,11,1,0
1690,52,Male,Multan,16532,95,4,1,0
1691,56,Female,Multan,117666,74,28,1,1
1692,63,Male,Karachi,96551,54,20,1,0
1693,69,Female,Faisalabad,86880,98,11,1,0
1694,46,Female,Lahore,121734,51,10,1,0
1695,66,Male,Lahore,128997,52,22,0,0
1696,46,Female,Faisalabad,67168,70,13,0,0
1697,61,Female,Multan,128123,92,22,1,1
1698,33,Male,Lahore,102897,92,8,1,0
1699,61,Male,Islamabad,119599,59,28,1,0
1700,64,Female,Islamabad,94239,13,13,1,0
1701,27,Female,Karachi,33642,41,9,1,1
1702,47,Female,Faisalabad,121862,12,1,1,1
1703,42,Male,Faisalabad,51509,50,1,0,1
1704,56,Female,Lahore,94417,57,15,0,0
1705,37,Female,Multan,64237,50,22,0,0
1706,22,Female,Faisalabad,78176,57,4,1,1
1707,18,Male,Lahore,143633,54,27,0,1
1708,47,Male,Lahore,94865,66,20,1,1
1709,66,Male,Faisalabad,132181,8,1,0,0
1710,20,Male,Lahore,77059,63,25,1,0
1711,62,Female,Karachi,64150,9,12,1,0
1712,31,Male,Karachi,103367,60,11,1,1
1713,47,Female,Faisalabad,56091,63,19,0,0
1714,67,Female,Multan,15903,72,15,0,0
1715,21,Female,Karachi,69235,3,21,1,0
1716,35,Female,Karachi,70342,73,10,1,0
1717,54,Male,Faisalabad,50572,13,1,1,0
1718,42,Male,Islamabad,32610,9,24,1,0
1719,65,Male,Lahore,49052,95,3,0,1
1720,18,Male,Karachi,113993,89,14,0,0
1721,63,Male,Islamabad,102063,52,15,1,0
1722,32,Female,Multan,112540,62,1,1,0
1723,26,Male,Islamabad,68533,8,10,0,0
1724,32,Male,Faisalabad,138989,95,22,1,1
1725,66,Male,Multan,135388,45,1,1,0
1726,41,Male,Multan,43702,53,15,1,1
1727,21,Female,Islamabad,138482,63,3,0,1
1728,29,Female,Faisalabad,23631,95,21,0,1
1729,54,Female,Karachi,102388,81,20,1,0
1730,54,Female,Islamabad,139798,57,23,0,0
1731,60,Female,Karachi,85043,54,22,0,1
1732,23,Male,Islamabad,50764,19,12,1,0
1733,56,Female,Karachi,144014,67,19,0,0
1734,63,Female,Islamabad,128076,46,16,1,1
1735,41,Female,Multan,114007,94,27,1,0
1736,28,Male,Lahore,39940,10,8,1,0
1737,30,Male,Multan,122418,93,24,0,1
1738,51,Female,Karachi,86792,18,14,1,1
1739,42,Male,Faisalabad,23367,12,18,1,1
1740,24,Male,Multan,126764,49,23,1,0
1741,69,Female,Lahore,23573,23,1,0,0
1742,21,Male,Karachi,30582,62,2,0,0
1743,25,Male,Multan,80296,11,24,1,0
1744,37,Male,Islamabad,80841,73,12,1,1
1745,46,Female,Faisalabad,36881,56,17,1,0
1746,68,Female,Karachi,85233,88,2,1,0
1747,62,Female,Multan,80285,89,28,1,1
1748,63,Male,Karachi,74547,55,17,1,1
1749,27,Female,Islamabad,22933,25,21,1,1
1750,60,Male,Lahore,98385,9,7,1,1
1751,51,Male,Multan,113706,12,6,0,1
1752,43,Male,Karachi,99590,11,6,1,0
1753,58,Female,Karachi,121399,38,22,1,0
1754,66,Female,Karachi,74145,28,8,1,0
1755,20,Female,Lahore,72520,8,5,1,0
1756,23,Female,Karachi,19544,74,15,1,1
1757,22,Male,Faisalabad,69812,89,26,0,0
1758,22,Female,Faisalabad,134090,47,7,0,0
1759,64,Male,Karachi,114054,36,3,1,0
1760,40,Female,Faisalabad,147689,50,25,0,0
1761,66,Female,Multan,115834,9,10,1,1
1762,26,Female,Faisalabad,149405,60,3,0,1
1763,52,Male,Karachi,55002,72,14,0,1
1764,37,Male,Islamabad,146583,67,22,0,0
1765,66,Male,Multan,127850,53,3,1,1
1766,59,Male,Lahore,145011,82,1,1,1
1767,52,Male,Karachi,136548,99,1,0,1
1768,67,Female,Lahore,46786,17,19,0,1
1769,35,Male,Islamabad,51244,53,4,1,1
1770,34,Male,Lahore,82261,28,2,1,1
1771,41,Male,Karachi,33477,63,25,1,1
1772,20,Male,Karachi,23496,15,11,1,1
1773,49,Female,Islamabad,135522,19,24,1,0
1774,52,Male,Karachi,35724,86,12,1,1
1775,55,Female,Islamabad,45416,70,13,0,1
1776,30,Female,Islamabad,50575,47,16,1,1
1777,64,Female,Karachi,91614,71,16,1,1
1778,42,Male,Faisalabad,108566,48,19,1,0
1779,26,Female,Islamabad,142192,73,23,0,0
1780,21,Male,Karachi,34359,20,20,1,0
1781,31,Male,Faisalabad,58634,37,21,1,1
1782,54,Male,Islamabad,132255,75,20,1,0
1783,51,Male,Faisalabad,57864,2,9,0,0
1784,28,Male,Multan,109482,64,16,0,1
1785,58,Female,Multan,52355,86,27,1,1
1786,20,Female,Faisalabad,52690,36,7,1,1
1787,45,Male,Islamabad,71630,5,13,0,1
1788,46,Female,Karachi,36658,64,4,1,1
1789,26,Male,Lahore,30797,7,13,0,1
1790,20,Female,Karachi,73799,70,8,1,1
1791,42,Female,Lahore,133301,22,2,0,0
